,,Madelene Upcott, USA,Eclairs,07/27/2021,20384,253,1359
,,Dotty Strutley,  USA,Drinking Coco,07/27/2021,364,79,15
,,Brien Boise,  India,After Nines,07/27/2021,6881,161,238
,,Marney O'Breen,  Australia,After Nines,07/27/2021,483,48,20
,,Dotty Strutley, UK,Smooth Sliky Salty,07/27/2021,11284,220,753
,,Mallorie Waber,New Zealand,Spicy Special Slims,07/27/2021,1449,113,52
,,Gigi Bohling, UK,99% Dark & Pure,07/28/2021,7273,403,317
,,Brien Boise,   Canada,Drinking Coco,07/28/2021,6916,309,277
,,Kelci Walkden,   UK,Eclairs,07/28/2021,868,38,52
,,Barr Faughny,UK,Smooth Sliky Salty,07/28/2021,952,134,53
,,Marney O'Breen,New Zealand,Eclairs,07/28/2021,3220,94,190
,,Madelene Upcott, New Zealand,Peanut Butter Cubes,07/28/2021,3745,187,209
,,Wilone O'Kielt,Canada,Almond Choco,07/29/2021,10878,57,473
,,Mallorie Waber, New Zealand,50% Dark Bites,07/29/2021,2653,266,295
,,Jan Morforth, USA,Peanut Butter Cubes,07/29/2021,1043,133,53
,,Camilla Castle, USA,White Choc,07/29/2021,5257,63,526
,,Rafaelita Blaksland,   India,Raspberry Choco,07/29/2021,9639,374,439
,,Kelci Walkden, New Zealand,Raspberry Choco,07/29/2021,12950,249,720
,,Barr Faughny,  Australia,70% Dark Bites,07/29/2021,2884,258,412
,,Gunar Cockshoot, India,Almond Choco,07/29/2021,3024,340,132
,,Gunar Cockshoot,   New Zealand,Almond Choco,07/29/2021,9394,332,553
,,Kaine Padly,  New Zealand,Spicy Special Slims,07/29/2021,3878,1,177
,,Van Tuxwell,New Zealand,Mint Chip Choco,07/29/2021,9863,245,520
,,Husein Augar, Australia,White Choc,07/29/2021,3451,256,346
,,Beverie Moffet,Australia,Choco Coated Almonds,07/29/2021,8078,136,385
,,Marney O'Breen,USA,Peanut Butter Cubes,07/29/2021,3115,183,120
,,Marney O'Breen, Canada,99% Dark & Pure,07/29/2021,1981,325,95
,,Beverie Moffet,   New Zealand,85% Dark Bars,07/29/2021,8078,14,426
,,Roddy Speechley,   Canada,Drinking Coco,07/29/2021,8757,229,351
,,Ches Bonnell, Australia,White Choc,07/29/2021,4466,230,406
,,Wilone O'Kielt,Canada,Manuka Honey Choco,07/30/2021,896,140,34
,,Kelci Walkden, Canada,Choco Coated Almonds,07/30/2021,10045,145,670
,,Curtice Advani,New Zealand,Eclairs,07/30/2021,12845,328,857
,,Oby Sorrel,   Canada,Eclairs,07/30/2021,8708,115,581
,,Dennison Crosswaite,India,70% Dark Bites,07/30/2021,476,21,44
,,Camilla Castle,  New Zealand,Raspberry Choco,07/30/2021,2625,25,120
,,Van Tuxwell,   Canada,Fruit & Nut Bars,07/30/2021,10969,391,646
,,Barr Faughny,USA,50% Dark Bites,08/02/2021,14763,155,985
,,Oby Sorrel,   New Zealand,70% Dark Bites,08/02/2021,13188,85,1884
,,Gigi Bohling, USA,Almond Choco,08/02/2021,6944,299,386
,,Oby Sorrel,   Australia,Caramel Stuffed Bars,08/02/2021,8561,196,306
,,Marney O'Breen,   New Zealand,Caramel Stuffed Bars,08/02/2021,4753,259,217
,,Roddy Speechley,   India,Drinking Coco,08/02/2021,10388,95,473
,,Madelene Upcott,   Australia,Caramel Stuffed Bars,08/02/2021,8057,106,310
,,Barr Faughny,   UK,99% Dark & Pure,08/02/2021,7,199,1
,,Wilone O'Kielt, New Zealand,Baker's Choco Chips,08/02/2021,1666,94,209
,,Van Tuxwell,  USA,Milk Bars,08/02/2021,3934,99,158
,,Karlen McCaffrey,India,Manuka Honey Choco,08/02/2021,11746,297,368
,,Curtice Advani,   Australia,Orange Choco,08/02/2021,10150,10,1015
,,Mallorie Waber,  UK,Almond Choco,08/02/2021,8204,91,513
,,Barr Faughny,  New Zealand,Almond Choco,08/02/2021,8015,357,501
,,Rafaelita Blaksland, India,Mint Chip Choco,08/02/2021,2695,136,159
,,Jehu Rudeforth,  India,Fruit & Nut Bars,08/02/2021,4277,97,286
,,Gigi Bohling, India,Caramel Stuffed Bars,08/02/2021,1617,211,68
,,Rafaelita Blaksland,   India,Peanut Butter Cubes,08/02/2021,6181,146,248
,,Beverie Moffet,Canada,85% Dark Bars,08/03/2021,5957,71,249
,,Roddy Speechley,  Australia,Choco Coated Almonds,08/03/2021,4550,41,253
,,Gigi Bohling,UK,After Nines,08/03/2021,7217,1,278
,,Curtice Advani,  India,Eclairs,08/03/2021,4151,21,260
,,Brien Boise, Canada,Manuka Honey Choco,08/03/2021,7910,70,256
,,Kelci Walkden,New Zealand,Drinking Coco,08/03/2021,5446,299,188
,,Roddy Speechley,   UK,Orange Choco,08/03/2021,9443,403,1050
,,Jan Morforth,   Australia,Drinking Coco,08/03/2021,7945,101,346
,,Dotty Strutley,USA,85% Dark Bars,08/03/2021,6167,104,257
,,Dennison Crosswaite,  Canada,Orange Choco,08/04/2021,12404,68,955
,,Dotty Strutley,  New Zealand,Peanut Butter Cubes,08/04/2021,7168,12,378
,,Marney O'Breen,Australia,Almond Choco,08/04/2021,2779,102,155
,,Karlen McCaffrey,  Australia,Raspberry Choco,08/05/2021,17843,91,1190
,,Andria Kimpton,   India,Almond Choco,08/05/2021,1491,171,68
,,Van Tuxwell,  UK,After Nines,08/05/2021,4907,151,164
,,Oby Sorrel,   USA,Orange Choco,08/05/2021,11452,137,1273
,,Rafaelita Blaksland,Australia,White Choc,08/05/2021,7301,4,812
,,Curtice Advani,  Australia,Fruit & Nut Bars,08/05/2021,1708,65,122
,,Marney O'Breen,  USA,Spicy Special Slims,08/05/2021,6013,343,215
,,Karlen McCaffrey, USA,Fruit & Nut Bars,08/05/2021,3654,62,261
,,Madelene Upcott, India,70% Dark Bites,08/05/2021,13279,12,1660
,,Mallorie Waber,India,Manuka Honey Choco,08/05/2021,8554,247,276
,,Husein Augar, Canada,White Choc,08/05/2021,8554,56,713
,,Roddy Speechley, UK,Spicy Special Slims,08/05/2021,14,27,1
,,Beverie Moffet,   UK,Almond Choco,08/05/2021,2156,306,114
,,Jan Morforth, UK,Smooth Sliky Salty,08/06/2021,3605,249,181
,,Camilla Castle,   Australia,Spicy Special Slims,08/06/2021,3668,248,142
,,Curtice Advani, UK,Eclairs,08/06/2021,6909,240,329
,,Beverie Moffet,  USA,Baker's Choco Chips,08/06/2021,7434,52,744
,,Husein Augar,   New Zealand,Smooth Sliky Salty,08/06/2021,2030,223,127
,,Van Tuxwell,  UK,Baker's Choco Chips,08/06/2021,12201,108,763
,,Andria Kimpton,   Australia,Milk Bars,08/06/2021,5075,53,203
,,Kelci Walkden,  New Zealand,Smooth Sliky Salty,08/06/2021,9478,194,527
,,Dotty Strutley,   Australia,Baker's Choco Chips,08/06/2021,4774,147,597
,,Gunar Cockshoot,  USA,Milk Bars,08/06/2021,7413,268,323
,,Oby Sorrel,  UK,Baker's Choco Chips,08/06/2021,5950,261,744
,,Barr Faughny,  Canada,Milk Bars,08/06/2021,4592,84,192
,,Rafaelita Blaksland,  Canada,85% Dark Bars,08/06/2021,42,80,2
,,Kaine Padly,   USA,Choco Coated Almonds,08/06/2021,1148,383,77
,,Curtice Advani,   USA,Smooth Sliky Salty,08/09/2021,3122,30,165
,,Jehu Rudeforth,New Zealand,99% Dark & Pure,08/09/2021,6510,366,362
,,Rafaelita Blaksland,India,Milk Bars,08/09/2021,1421,135,53
,,Rafaelita Blaksland,  UK,Spicy Special Slims,08/09/2021,273,221,13
,,Curtice Advani,India,85% Dark Bars,08/09/2021,15400,62,963
,,Kaine Padly, Canada,50% Dark Bites,08/09/2021,11193,39,700
,,Curtice Advani,   Australia,99% Dark & Pure,08/09/2021,15813,158,753
,,Dennison Crosswaite,   Canada,85% Dark Bars,08/09/2021,4375,280,274
,,Dotty Strutley,   USA,50% Dark Bites,08/09/2021,11683,166,899
,,Van Tuxwell, Australia,Spicy Special Slims,08/09/2021,9009,262,361
,,Rafaelita Blaksland,  Australia,Spicy Special Slims,08/09/2021,7112,180,264
,,Marney O'Breen,  Australia,Orange Choco,08/09/2021,882,158,126
,,Oby Sorrel,  India,70% Dark Bites,08/09/2021,5152,91,644
,,Ches Bonnell,Canada,Almond Choco,08/09/2021,2947,438,174
,,Kaine Padly,USA,85% Dark Bars,08/09/2021,2905,226,146
,,Brien Boise,   UK,Caramel Stuffed Bars,08/09/2021,2548,267,107
,,Jehu Rudeforth,  New Zealand,Drinking Coco,08/09/2021,3437,462,157
,,Dennison Crosswaite, USA,Raspberry Choco,08/09/2021,5740,80,410
,,Gigi Bohling, UK,85% Dark Bars,08/09/2021,2842,12,168
,,Barr Faughny,USA,99% Dark & Pure,08/09/2021,9863,348,429
,,Andria Kimpton,  USA,99% Dark & Pure,08/09/2021,2772,250,164
,,Brien Boise,   Australia,Eclairs,08/09/2021,7833,184,603
,,Curtice Advani, India,Baker's Choco Chips,08/10/2021,10248,61,684
,,Andria Kimpton,UK,Raspberry Choco,08/10/2021,5677,176,355
,,Rafaelita Blaksland, Canada,Orange Choco,08/10/2021,8596,282,1433
,,Wilone O'Kielt,Canada,Spicy Special Slims,08/10/2021,6657,104,267
,,Gigi Bohling,India,Baker's Choco Chips,08/10/2021,8134,231,678
,,Jan Morforth, New Zealand,Caramel Stuffed Bars,08/10/2021,3122,215,105
,,Marney O'Breen,New Zealand,White Choc,08/10/2021,875,213,55
,,Dotty Strutley,  UK,Caramel Stuffed Bars,08/10/2021,3199,385,134
,,Oby Sorrel,   India,Orange Choco,08/10/2021,5600,270,700
,,Van Tuxwell,USA,Choco Coated Almonds,08/10/2021,2646,37,177
,,Dennison Crosswaite,  Canada,99% Dark & Pure,08/10/2021,16940,164,706
,,Roddy Speechley, UK,Organic Choco Syrup,08/10/2021,9191,114,368
,,Gunar Cockshoot,  Australia,Smooth Sliky Salty,08/10/2021,9562,379,456
,,Curtice Advani, New Zealand,Manuka Honey Choco,08/10/2021,567,55,20
,,Mallorie Waber, USA,Fruit & Nut Bars,08/10/2021,5173,186,288
,,Kaine Padly, New Zealand,Orange Choco,08/10/2021,4781,273,342
,,Gunar Cockshoot,India,Manuka Honey Choco,08/10/2021,6111,73,191
,,Dennison Crosswaite,  New Zealand,Eclairs,08/10/2021,2373,477,119
,,Beverie Moffet,  India,Raspberry Choco,08/10/2021,17892,469,1278
,,Gigi Bohling,USA,Caramel Stuffed Bars,08/10/2021,1729,43,70
,,Beverie Moffet, New Zealand,50% Dark Bites,08/10/2021,4508,87,282
,,Dotty Strutley,New Zealand,After Nines,08/11/2021,11641,76,432
,,Camilla Castle,  Canada,Drinking Coco,08/11/2021,3647,239,131
,,Gigi Bohling,Canada,Organic Choco Syrup,08/11/2021,5670,20,237
,,Van Tuxwell,  USA,Mint Chip Choco,08/11/2021,1036,528,58
,,Jehu Rudeforth,New Zealand,Raspberry Choco,08/11/2021,11067,107,615
,,Karlen McCaffrey,Canada,Caramel Stuffed Bars,08/11/2021,3010,149,131
,,Wilone O'Kielt,   New Zealand,Almond Choco,08/11/2021,4753,187,207
,,Dennison Crosswaite,  UK,Raspberry Choco,08/11/2021,11690,278,616
,,Husein Augar, India,Choco Coated Almonds,08/11/2021,1428,95,96
,,Madelene Upcott,  UK,70% Dark Bites,08/11/2021,5467,30,547
,,Barr Faughny, Australia,Peanut Butter Cubes,08/11/2021,11018,126,501
,,Marney O'Breen,India,Baker's Choco Chips,08/11/2021,10171,11,1272
,,Camilla Castle,  USA,Raspberry Choco,08/11/2021,4935,286,260
,,Mallorie Waber, India,After Nines,08/11/2021,2499,20,81
,,Jehu Rudeforth, Canada,Almond Choco,08/11/2021,2492,91,139
,,Karlen McCaffrey,UK,Baker's Choco Chips,08/11/2021,17549,194,1755
,,Van Tuxwell,  UK,Manuka Honey Choco,08/11/2021,6636,35,256
,,Van Tuxwell, Canada,After Nines,08/11/2021,8904,372,308
,,Oby Sorrel,   UK,Orange Choco,08/11/2021,16702,324,1392
,,Gigi Bohling,   Canada,Drinking Coco,08/11/2021,1701,500,59
,,Ches Bonnell,  UK,Peanut Butter Cubes,08/11/2021,10269,324,541
,,Jehu Rudeforth,UK,Orange Choco,08/11/2021,4410,81,630
,,Kaine Padly,   UK,White Choc,08/12/2021,1610,417,115
,,Marney O'Breen,  Canada,Choco Coated Almonds,08/12/2021,14399,141,800
,,Husein Augar,   New Zealand,Spicy Special Slims,08/12/2021,1169,310,49
,,Kaine Padly, UK,Smooth Sliky Salty,08/12/2021,13867,320,694
,,Brien Boise,  USA,70% Dark Bites,08/12/2021,2261,89,283
,,Mallorie Waber,India,Caramel Stuffed Bars,08/12/2021,2394,171,83
,,Van Tuxwell, Australia,Milk Bars,08/12/2021,5243,30,228
,,Beverie Moffet,   New Zealand,99% Dark & Pure,08/12/2021,4501,145,196
,,Karlen McCaffrey,UK,Manuka Honey Choco,08/13/2021,2513,144,77
,,Karlen McCaffrey,  Canada,Spicy Special Slims,08/13/2021,2828,49,114
,,Kaine Padly,USA,Orange Choco,08/13/2021,13944,77,1550
,,Jan Morforth,   USA,Organic Choco Syrup,08/13/2021,3136,63,112
,,Curtice Advani, UK,Almond Choco,08/13/2021,6587,214,347
,,Kelci Walkden, New Zealand,Spicy Special Slims,08/13/2021,2254,232,87
,,Andria Kimpton,   New Zealand,Orange Choco,08/13/2021,6356,64,795
,,Gunar Cockshoot, India,Eclairs,08/13/2021,2688,312,168
,,Roddy Speechley, Canada,Fruit & Nut Bars,08/13/2021,5719,57,477
,,Kelci Walkden,   UK,White Choc,08/13/2021,238,122,27
,,Jan Morforth,India,Manuka Honey Choco,08/13/2021,3486,62,113
,,Beverie Moffet, India,Almond Choco,08/13/2021,4228,190,193
,,Karlen McCaffrey,UK,After Nines,08/16/2021,12054,43,389
,,Van Tuxwell,Australia,Baker's Choco Chips,08/16/2021,777,360,52
,,Husein Augar,   India,Almond Choco,08/16/2021,1281,266,81
,,Beverie Moffet,  India,Mint Chip Choco,08/16/2021,15043,167,836
,,Ches Bonnell,   Canada,Milk Bars,08/16/2021,7959,84,319
,,Oby Sorrel,  USA,Eclairs,08/16/2021,651,107,31
,,Ches Bonnell,  USA,Baker's Choco Chips,08/16/2021,14280,124,1190
,,Ches Bonnell,Australia,Smooth Sliky Salty,08/16/2021,672,190,42
,,Dennison Crosswaite,India,Caramel Stuffed Bars,08/16/2021,420,64,15
,,Jehu Rudeforth, India,99% Dark & Pure,08/16/2021,9527,220,397
,,Husein Augar,USA,Choco Coated Almonds,08/16/2021,3262,58,164
,,Kaine Padly, Australia,Orange Choco,08/16/2021,5201,107,401
,,Andria Kimpton,   UK,Manuka Honey Choco,08/16/2021,9905,69,331
,,Jehu Rudeforth,  Australia,Choco Coated Almonds,08/16/2021,2457,245,176
,,Ches Bonnell, New Zealand,Eclairs,08/16/2021,8890,11,494
,,Kelci Walkden,  USA,Eclairs,08/17/2021,1960,66,109
,,Rafaelita Blaksland,  India,Choco Coated Almonds,08/17/2021,4487,99,214
,,Karlen McCaffrey,  Australia,Baker's Choco Chips,08/17/2021,2240,32,249
,,Mallorie Waber, USA,Drinking Coco,08/17/2021,308,445,14
,,Wilone O'Kielt,Australia,Milk Bars,08/17/2021,1568,30,61
,,Dotty Strutley,   India,Orange Choco,08/18/2021,6510,536,465
,,Beverie Moffet,UK,Organic Choco Syrup,08/18/2021,5992,263,207
,,Karlen McCaffrey, Canada,Drinking Coco,08/18/2021,609,398,24
,,Madelene Upcott,   UK,99% Dark & Pure,08/18/2021,8141,73,340
,,Dennison Crosswaite,Australia,White Choc,08/18/2021,12908,106,1174
,,Dotty Strutley,  New Zealand,85% Dark Bars,08/18/2021,266,265,15
,,Dotty Strutley, Australia,Choco Coated Almonds,08/18/2021,14672,122,816
,,Andria Kimpton,New Zealand,Manuka Honey Choco,08/18/2021,8540,200,285
,,Jehu Rudeforth,Canada,Raspberry Choco,08/18/2021,546,145,26
,,Roddy Speechley,  Australia,Peanut Butter Cubes,08/18/2021,1631,43,86
,,Andria Kimpton,India,Fruit & Nut Bars,08/18/2021,203,173,21
,,Camilla Castle,  Australia,85% Dark Bars,08/18/2021,3451,21,165
,,Marney O'Breen, New Zealand,Manuka Honey Choco,08/18/2021,9303,14,282
,,Dotty Strutley,   USA,Choco Coated Almonds,08/18/2021,5565,314,293
,,Madelene Upcott, Canada,Baker's Choco Chips,08/18/2021,6083,124,676
,,Andria Kimpton, USA,Eclairs,08/18/2021,3808,50,293
,,Camilla Castle,   Australia,Drinking Coco,08/18/2021,4634,25,172
,,Gigi Bohling,   UK,50% Dark Bites,08/18/2021,1085,50,68
,,Madelene Upcott,   Canada,Spicy Special Slims,08/19/2021,9506,39,476
,,Ches Bonnell,  Canada,99% Dark & Pure,08/19/2021,6468,323,270
,,Ches Bonnell,  USA,Peanut Butter Cubes,08/19/2021,10766,106,490
,,Husein Augar,   India,After Nines,08/19/2021,2359,53,91
,,Van Tuxwell,   New Zealand,Smooth Sliky Salty,08/19/2021,273,227,21
,,Camilla Castle,Australia,50% Dark Bites,08/19/2021,7217,13,602
,,Kaine Padly,   Australia,Baker's Choco Chips,08/19/2021,8386,7,560
,,Barr Faughny,   New Zealand,99% Dark & Pure,08/19/2021,13111,43,625
,,Andria Kimpton,  USA,Peanut Butter Cubes,08/19/2021,287,82,16
,,Madelene Upcott,   Australia,Spicy Special Slims,08/19/2021,11795,204,492
,,Wilone O'Kielt,Canada,Fruit & Nut Bars,08/19/2021,7721,56,483
,,Camilla Castle,  New Zealand,Baker's Choco Chips,08/19/2021,147,179,11
,,Camilla Castle, Australia,70% Dark Bites,08/19/2021,2891,32,207
,,Curtice Advani, India,Fruit & Nut Bars,08/19/2021,875,256,49
,,Barr Faughny,  UK,50% Dark Bites,08/19/2021,910,38,102
,,Andria Kimpton,   USA,Baker's Choco Chips,08/20/2021,1498,109,100
,,Van Tuxwell,   Canada,Mint Chip Choco,08/20/2021,1099,123,74
,,Andria Kimpton, Canada,After Nines,08/20/2021,805,69,26
,,Jehu Rudeforth,USA,Almond Choco,08/20/2021,2268,119,152
,,Dennison Crosswaite,  USA,Milk Bars,08/20/2021,1568,220,69
,,Roddy Speechley,  UK,White Choc,08/20/2021,49,4,4
,,Ches Bonnell,  Canada,Drinking Coco,08/20/2021,12558,133,503
,,Camilla Castle,Australia,Eclairs,08/20/2021,2856,199,179
,,Kelci Walkden,   New Zealand,Milk Bars,08/20/2021,896,84,32
,,Karlen McCaffrey, New Zealand,Almond Choco,08/20/2021,2709,145,118
,,Barr Faughny, Australia,Baker's Choco Chips,08/20/2021,1729,326,217
,,Roddy Speechley,  New Zealand,Almond Choco,08/20/2021,5215,250,326
,,Marney O'Breen,   UK,Smooth Sliky Salty,08/20/2021,1008,205,56
,,Andria Kimpton,USA,Manuka Honey Choco,08/20/2021,10661,229,356
,,Dotty Strutley,   India,Fruit & Nut Bars,08/20/2021,6713,154,560
,,Ches Bonnell, Canada,After Nines,08/20/2021,5320,98,190
,,Beverie Moffet,USA,Raspberry Choco,08/20/2021,3850,311,193
,,Van Tuxwell,   Australia,Peanut Butter Cubes,08/20/2021,616,103,27
,,Rafaelita Blaksland,   USA,Fruit & Nut Bars,08/20/2021,3318,139,237
,,Ches Bonnell,India,Fruit & Nut Bars,08/20/2021,1876,72,134
,,Camilla Castle, New Zealand,Spicy Special Slims,08/20/2021,10724,206,511
,,Oby Sorrel,   India,Drinking Coco,08/20/2021,1757,239,61
,,Kaine Padly,  Australia,Raspberry Choco,08/20/2021,11060,139,692
,,Beverie Moffet,   India,After Nines,08/20/2021,1645,272,64
,,Jehu Rudeforth,UK,Drinking Coco,08/23/2021,952,267,34
,,Mallorie Waber,  India,Peanut Butter Cubes,08/23/2021,2786,133,155
,,Dotty Strutley, UK,Raspberry Choco,08/23/2021,8659,391,394
,,Mallorie Waber, UK,Orange Choco,08/23/2021,9765,70,698
,,Camilla Castle,   Australia,White Choc,08/23/2021,6314,106,451
,,Roddy Speechley,  New Zealand,Baker's Choco Chips,08/23/2021,4431,91,296
,,Camilla Castle,  Australia,Mint Chip Choco,08/23/2021,1918,107,113
,,Gigi Bohling, UK,Choco Coated Almonds,08/23/2021,6111,51,322
,,Madelene Upcott,  UK,Drinking Coco,08/23/2021,329,378,13
,,Andria Kimpton,  USA,Mint Chip Choco,08/23/2021,6146,169,473
,,Camilla Castle, New Zealand,Smooth Sliky Salty,08/23/2021,4529,13,324
,,Mallorie Waber, India,Choco Coated Almonds,08/23/2021,3241,23,232
,,Jan Morforth,Australia,Raspberry Choco,08/24/2021,1120,22,63
,,Gunar Cockshoot, Australia,Mint Chip Choco,08/24/2021,770,4,52
,,Dennison Crosswaite,  New Zealand,After Nines,08/24/2021,8064,8,279
,,Jan Morforth,   India,Spicy Special Slims,08/24/2021,3780,44,172
,,Barr Faughny,  Australia,Raspberry Choco,08/24/2021,1211,224,58
,,Wilone O'Kielt,  India,Orange Choco,08/24/2021,2338,120,167
,,Andria Kimpton,  Australia,Organic Choco Syrup,08/24/2021,1666,126,54
,,Brien Boise, New Zealand,Manuka Honey Choco,08/25/2021,1057,206,38
,,Jehu Rudeforth,  India,Mint Chip Choco,08/25/2021,11291,145,706
,,Madelene Upcott,   India,Eclairs,08/25/2021,5103,236,243
,,Marney O'Breen,  USA,Baker's Choco Chips,08/25/2021,2982,199,213
,,Curtice Advani, USA,Milk Bars,08/25/2021,1274,44,51
,,Curtice Advani,   UK,White Choc,08/26/2021,2786,31,164
,,Gigi Bohling,New Zealand,Mint Chip Choco,08/26/2021,7609,270,401
,,Dennison Crosswaite,   Australia,Almond Choco,08/26/2021,5285,86,265
,,Curtice Advani,New Zealand,Fruit & Nut Bars,08/26/2021,196,150,18
,,Ches Bonnell,Australia,Baker's Choco Chips,08/26/2021,945,175,63
,,Wilone O'Kielt, Canada,Organic Choco Syrup,08/27/2021,8638,318,376
,,Gunar Cockshoot, India,Smooth Sliky Salty,08/27/2021,12446,242,593
,,Barr Faughny,   USA,Choco Coated Almonds,08/27/2021,140,80,7
,,Ches Bonnell,   UK,Choco Coated Almonds,08/27/2021,903,206,43
,,Roddy Speechley, UK,Choco Coated Almonds,08/27/2021,7742,55,517
,,Dotty Strutley,Australia,Caramel Stuffed Bars,08/27/2021,525,18,21
,,Oby Sorrel, New Zealand,White Choc,08/27/2021,8428,50,937
,,Mallorie Waber,   Australia,85% Dark Bars,08/27/2021,784,20,42
,,Kelci Walkden,  Canada,Mint Chip Choco,08/30/2021,4403,288,294
,,Madelene Upcott,  USA,99% Dark & Pure,08/30/2021,1022,124,45
,,Karlen McCaffrey,UK,Smooth Sliky Salty,08/30/2021,10080,242,720
,,Mallorie Waber,  India,Fruit & Nut Bars,08/30/2021,9212,420,709
,,Kelci Walkden, Australia,Fruit & Nut Bars,08/30/2021,7392,184,740
,,Marney O'Breen, Canada,Caramel Stuffed Bars,08/31/2021,6174,130,229
,,Wilone O'Kielt,   Canada,After Nines,08/31/2021,2709,102,105
,,Wilone O'Kielt, Australia,Manuka Honey Choco,08/31/2021,9303,77,333
,,Oby Sorrel,  New Zealand,Caramel Stuffed Bars,08/31/2021,2401,14,101
,,Brien Boise, UK,Drinking Coco,08/31/2021,126,8,6
,,Marney O'Breen,UK,85% Dark Bars,08/31/2021,2695,50,118
,,Ches Bonnell,  New Zealand,Smooth Sliky Salty,08/31/2021,7882,358,493
,,Oby Sorrel,Australia,Milk Bars,08/31/2021,13370,265,432
,,Oby Sorrel,   Canada,After Nines,08/31/2021,5215,245,174
,,Madelene Upcott, USA,50% Dark Bites,08/31/2021,12978,239,1082
,,Camilla Castle,  USA,Drinking Coco,08/31/2021,15813,41,688
,,Roddy Speechley, India,Choco Coated Almonds,08/31/2021,749,560,45
,,Kelci Walkden,   New Zealand,Peanut Butter Cubes,08/31/2021,6020,304,241
,,Andria Kimpton,  USA,After Nines,08/31/2021,2135,210,67
,,Kaine Padly,  India,Raspberry Choco,08/31/2021,10927,221,608
,,Rafaelita Blaksland,  Australia,Raspberry Choco,08/31/2021,2275,56,120
,,Rafaelita Blaksland,   New Zealand,Mint Chip Choco,08/31/2021,9443,12,450
,,Wilone O'Kielt, Australia,50% Dark Bites,08/31/2021,11326,243,944
,,Mallorie Waber,Canada,Spicy Special Slims,08/31/2021,2100,352,105
,,Camilla Castle, UK,Raspberry Choco,09/01/2021,1127,236,54
,,Gigi Bohling,  India,Drinking Coco,09/01/2021,5026,127,219
,,Van Tuxwell, UK,Drinking Coco,09/01/2021,4991,80,185
,,Barr Faughny, India,White Choc,09/01/2021,175,59,12
,,Dotty Strutley,New Zealand,Milk Bars,09/01/2021,9968,466,356
,,Mallorie Waber,   New Zealand,Smooth Sliky Salty,09/01/2021,4977,142,277
,,Oby Sorrel,  India,After Nines,09/01/2021,3423,178,123
,,Jan Morforth,   USA,Milk Bars,09/01/2021,7952,86,319
,,Curtice Advani,  New Zealand,After Nines,09/01/2021,5859,146,245
,,Wilone O'Kielt, India,50% Dark Bites,09/01/2021,3920,543,262
,,Gunar Cockshoot, New Zealand,Manuka Honey Choco,09/01/2021,4774,332,165
,,Husein Augar,   UK,Drinking Coco,09/01/2021,4165,128,139
,,Van Tuxwell,   UK,99% Dark & Pure,09/01/2021,7518,137,358
,,Wilone O'Kielt,   India,Peanut Butter Cubes,09/01/2021,4249,74,237
,,Ches Bonnell, New Zealand,Spicy Special Slims,09/01/2021,2492,364,89
,,Jan Morforth,UK,Spicy Special Slims,09/01/2021,4914,7,176
,,Jehu Rudeforth,   New Zealand,Milk Bars,09/01/2021,6132,88,212
,,Camilla Castle,   UK,Orange Choco,09/02/2021,910,213,114
,,Mallorie Waber, Canada,Raspberry Choco,09/02/2021,2212,302,101
,,Kelci Walkden, Australia,Organic Choco Syrup,09/02/2021,5796,137,207
,,Mallorie Waber, Australia,Mint Chip Choco,09/02/2021,20181,414,1010
,,Ches Bonnell,  Australia,Fruit & Nut Bars,09/02/2021,6272,198,571
,,Mallorie Waber,   New Zealand,Orange Choco,09/02/2021,3171,99,244
,,Karlen McCaffrey, UK,85% Dark Bars,09/02/2021,567,230,27
,,Gigi Bohling,   Canada,Baker's Choco Chips,09/02/2021,1701,398,171
,,Dennison Crosswaite, Australia,Smooth Sliky Salty,09/03/2021,11704,129,836
,,Brien Boise,  USA,Mint Chip Choco,09/03/2021,420,85,25
,,Madelene Upcott,   UK,Orange Choco,09/03/2021,840,115,60
,,Gigi Bohling, Canada,White Choc,09/03/2021,9940,311,663
,,Gigi Bohling,  Australia,Eclairs,09/03/2021,7392,189,528
,,Marney O'Breen, UK,Fruit & Nut Bars,09/03/2021,434,246,28
,,Kaine Padly,   USA,50% Dark Bites,09/03/2021,2982,72,187
,,Jan Morforth,  New Zealand,Manuka Honey Choco,09/06/2021,357,139,11
,,Andria Kimpton, Canada,Organic Choco Syrup,09/06/2021,12999,134,500
,,Gunar Cockshoot, UK,Mint Chip Choco,09/06/2021,3920,110,280
,,Barr Faughny,India,Almond Choco,09/06/2021,6741,100,338
,,Jehu Rudeforth,   UK,Peanut Butter Cubes,09/06/2021,4529,353,175
,,Brien Boise,   USA,50% Dark Bites,09/06/2021,4340,80,543
,,Barr Faughny,  India,Spicy Special Slims,09/07/2021,10262,5,467
,,Karlen McCaffrey, New Zealand,Baker's Choco Chips,09/07/2021,5845,108,488
,,Oby Sorrel,Canada,Peanut Butter Cubes,09/07/2021,3577,30,144
,,Marney O'Breen,   USA,Choco Coated Almonds,09/07/2021,5789,54,414
,,Dotty Strutley,Australia,99% Dark & Pure,09/08/2021,2912,285,133
,,Curtice Advani,Australia,Manuka Honey Choco,09/08/2021,182,140,7
,,Roddy Speechley,   UK,Baker's Choco Chips,09/08/2021,5152,29,573
,,Mallorie Waber, India,Drinking Coco,09/08/2021,10206,75,444
